t,s
0.224,0.00020357666018400468
0.225,0.00020403056634435256
0.226,0.0002044834649401286
0.227,0.00020493536265135974
0.228,0.00020538626608458484
0.229,0.00020583618177398116
0.23,0.00020628511618246958
0.231,0.0002067330757027973
0.232,0.00020718006665860025
0.233,0.00020762609530544467
0.234,0.00020807116783184818
0.235,0.00020851529036028193
0.236,0.00020895846894815304
0.237,0.00020940070958876852
0.238,0.00020984201821228114
0.239,0.0002102824006866168
0.24,0.0002107218628183853
0.241,0.00021116041035377332
0.242,0.0002115980489794211
0.243,0.00021203478432328272
0.244,0.00021247062195547077
0.245,0.0002129055673890848
0.246,0.0002133396260810252
0.247,0.0002137728034327922
0.248,0.0002142051047912695
0.249,0.00021463653544949492
0.25,0.00021506710064741615
0.251,0.00021549680557263345
0.252,0.00021592565536112868
0.253,0.0002163536550979818
0.254,0.00021678080981807408
0.255,0.00021720712450677937
0.256,0.0002176326041006427
0.257,0.00021805725348804757
0.258,0.0002184810775098708
0.259,0.00021890408096012675
0.26,0.0002193262685865997
0.261,0.0002197476450914658
0.262,0.00022016821513190396
0.263,0.00022058798332069655
0.264,0.0002210069542268194
0.265,0.00022142513237602228
0.266,0.00022184252225139914
0.267,0.000222259128293949
0.268,0.00022267495490312694
0.269,0.00022309000643738652
0.27,0.0002235042872147125
0.271,0.0002239178015131451
0.272,0.0002243305535712953
0.273,0.00022474254758885184
0.274,0.0002251537877270797
0.275,0.00022556427810931058
0.276,0.00022597402282142516
0.277,0.0002263830259123274
0.278,0.00022679129139441191
0.279,0.00022719882324402253
0.28,0.0002276056254019046
0.281,0.0002280117017736495
0.282,0.00022841705623013187
0.283,0.0002288216926079404
0.284,0.00022922561470980137
0.285,0.00022962882630499565
0.286,0.00023003133112976893
0.287,0.00023043313288773586
0.288,0.00023083423525027758
0.289,0.00023123464185693292
0.29,0.00023163435631578396
0.291,0.0002320333822038353
0.292,0.00023243172306738736
0.293,0.0002328293824224043
0.294,0.00023322636375487603
0.295,0.00023362267052117456
0.296,0.00023401830614840546
0.297,0.00023441327403475332
0.298,0.00023480757754982252
0.299,0.0002352012200349723
0.3,0.0002355942048036475
0.301,0.00023598653514170367
0.302,0.0002363782143077278
0.303,0.0002367692455333539
0.304,0.00023715963202357432
0.305,0.00023754937695704597
0.306,0.00023793848348639248
0.307,0.0002383269547385016
0.308,0.0002387147938148186
0.309,0.0002391020037916347
0.31,0.00023948858772037223
0.311,0.000239874548627865
0.312,0.0002402598895166347
0.313,0.00024064461336516357
0.314,0.0002410287231281629
0.315,0.0002414122217368378
0.316,0.00024179511209914832
0.317,0.00024217739710006637
0.318,0.00024255907960182976
0.319,0.00024294016244419186
0.32,0.00024332064844466832
0.321,0.00024370054039878005
0.322,0.00024407984108029273
0.323,0.0002444585532414534
0.324,0.0002448366796132231
0.325,0.0002452142229055068
0.326,0.00024559118580738014
0.327,0.0002459675709873126
0.328,0.000246343381093388
0.329,0.00024671861875352204
0.33,0.0002470932865756763
0.331,0.0002474673871480702
0.332,0.0002478409230393891
0.333,0.00024821389679899054
0.334,0.000248586310957107
0.335,0.00024895816802504594
0.336,0.000249329470495388
0.337,0.0002497002208421813
0.338,0.000250070421521134
0.339,0.0002504400749698043
0.34,0.0002508091836077873
0.341,0.0002511777498368999
0.342,0.00025154577604136354
0.343,0.0002519132645879835
0.344,0.0002522802178263268
0.345,0.0002526466380888977
0.346,0.0002530125276913102
0.347,0.000253377888932459
0.348,0.00025374272409468823
0.349,0.0002541070354439574
0.35,0.0002544708252300058
0.351,0.00025483409568651465
0.352,0.0002551968490312669
0.353,0.0002555590874663055
0.354,0.000255920813178089
0.355,0.0002562820283376458
0.356,0.000256642735100726
0.357,0.00025700293560795167
0.358,0.000257362631984965
0.359,0.00025772182634257437
0.36,0.0002580805207768994
0.361,0.00025843871736951323
0.362,0.0002587964181875837
0.363,0.0002591536252840122
0.364,0.0002595103406975718
0.365,0.00025986656645304206
0.366,0.000260222304561344
0.367,0.000260577557019672
0.368,0.0002609323258116249
0.369,0.00026128661290733497
0.37,0.00026164042026359584
0.371,0.0002619937498239883
0.372,0.0002623466035190052
0.373,0.00026269898326617417
0.374,0.00026305089097017944
0.375,0.00026340232852298164
0.376,0.00026375329780393704
0.377,0.00026410380067991415
0.378,0.0002644538390054101
0.379,0.0002648034146226648
0.38,0.0002651525293617741
0.381,0.00026550118504080166
0.382,0.0002658493834658895
0.383,0.0002661971264313668
0.384,0.0002665444157198583
0.385,0.00026689125310239034
0.386,0.0002672376403384967
0.387,0.0002675835791763225
0.388,0.00026792907135272725
0.389,0.00026827411859338645
0.39,0.00026861872261289214
0.391,0.0002689628851148527
0.392,0.0002693066077919905
0.393,0.00026964989232623944
0.394,0.000269992740388841
0.395,0.0002703351536404387
0.396,0.0002706771337311727
0.397,0.00027101868230077186
0.398,0.00027135980097864576
0.399,0.0002717004913839756
0.4,0.0002720407551258034
0.401,0.00027238059380312117
0.402,0.0002727200090049581
0.403,0.00027305900231046766
0.404,0.00027339757528901297
0.405,0.0002737357295002518
0.406,0.0002740734664942205
0.407,0.0002744107878114163
0.408,0.00027474769498288005
0.409,0.00027508418953027676
0.41,0.0002754202729659761
0.411,0.00027575594679313145
0.412,0.00027609121250575844
0.413,0.0002764260715888127
0.414,0.00027676052551826635
0.415,0.0002770945757611839
0.416,0.0002774282237757976
0.417,0.0002777614710115814
0.418,0.00027809431890932456
0.419,0.00027842676890120434
0.42,0.0002787588224108579
0.421,0.0002790904808534532
0.422,0.00027942174563575986
0.423,0.0002797526181562182
0.424,0.00028008309980500853
0.425,0.0002804131919641191
0.426,0.00028074289600741367
0.427,0.0002810722133006979
0.428,0.00028140114520178584
0.429,0.00028172969306056487
0.43,0.0002820578582190605
0.431,0.0002823856420115003
0.432,0.000282713045764377
0.433,0.00028304007079651153
0.434,0.00028336671841911463
0.435,0.00028369298993584835
0.436,0.00028401888664288664
0.437,0.00028434440982897557
0.438,0.0002846695607754928
0.439,0.00028499434075650613
0.44,0.0002853187510388321
0.441,0.0002856427928820936
0.442,0.0002859664675387766
0.443,0.000286289776254287
0.444,0.00028661272026700636
0.445,0.00028693530080834735
0.446,0.0002872575191028084
0.447,0.00028757937636802794
0.448,0.00028790087381483825
0.449,0.0002882220126473184
0.45,0.0002885427940628469
0.451,0.00028886321925215407
0.452,0.0002891832893993731
0.453,0.0002895030056820916
0.454,0.0002898223692714016
0.455,0.00029014138133195034
0.456,0.00029046004302198916
0.457,0.0002907783554934227
0.458,0.00029109631989185787
0.459,0.00029141393735665147
0.46,0.0002917312090209581
0.461,0.00029204813601177714
0.462,0.0002923647194499997
0.463,0.00029268096045045465
0.464,0.0002929968601219544
0.465,0.0002933124195673406
0.466,0.0002936276398835287
0.467,0.00029394252216155244
0.468,0.0002942570674866082
0.469,0.00029457127693809836
0.47,0.0002948851515896746
0.471,0.0002951986925092808
0.472,0.00029551190075919524
0.473,0.00029582477739607273
0.474,0.00029613732347098624
0.475,0.0002964495400294679
0.476,0.00029676142811155
0.477,0.0002970729887518052
0.478,0.00029738422297938695
0.479,0.00029769513181806867
0.48,0.00029800571628628333
0.481,0.00029831597739716245
0.482,0.00029862591615857436
0.483,0.0002989355335731626
0.484,0.00029924483063838376
0.485,0.0002995538083465448
0.486,0.0002998624676848406
0.487,0.0003001708096353901
0.488,0.00030047883517527347
0.489,0.00030078654527656765
0.49,0.00030109394090638265
0.491,0.0003014010230268965
0.492,0.00030170779259539076
0.493,0.0003020142505642852
0.494,0.0003023203978811724
0.495,0.00030262623548885174
0.496,0.00030293176432536335
0.497,0.00030323698532402183
0.498,0.0003035418994134493
0.499,0.00030384650751760854
0.5,0.0003041508105558354
0.501,0.0003044548094428715
0.502,0.0003047585050888962
0.503,0.0003050618983995581
0.504,0.000305364990276007
0.505,0.00030566778161492483
0.506,0.00030597027330855675
0.507,0.0003062724662447418
0.508,0.000306574361306943
0.509,0.000306875959374278
0.51,0.0003071772613215488
0.511,0.000307478268019271
0.512,0.0003077789803337034
0.513,0.0003080793991268772
0.514,0.00030837952525662477
0.515,0.000308679359576608
0.516,0.0003089789029363467
0.517,0.00030927815618124715
0.518,0.00030957712015262923
0.519,0.00030987579568775455
0.52,0.0003101741836198534
0.521,0.00031047228477815224
0.522,0.0003107700999879004
0.523,0.00031106763007039673
0.524,0.0003113648758430159
0.525,0.00031166183811923506
0.526,0.00031195851770865913
0.527,0.00031225491541704727
0.528,0.0003125510320463378
0.529,0.0003128468683946739
0.53,0.0003131424252564286
0.531,0.00031343770342222955
0.532,0.00031373270367898384
0.533,0.0003140274268099024
0.534,0.00031432187359452436
0.535,0.00031461604480874096
0.536,0.00031490994122481943
0.537,0.0003152035636114268
0.538,0.0003154969127336531
0.539,0.00031578998935303485
0.54,0.000316082794227578
0.541,0.00031637532811178083
0.542,0.00031666759175665656
0.543,0.00031695958590975605
0.544,0.00031725131131518994
0.545,0.0003175427687136508
0.546,0.000317833958842435
0.547,0.00031812488243546463
0.548,0.0003184155402233091
0.549,0.0003187059329332062
0.55,0.0003189960612890837
0.551,0.0003192859260115804
0.552,0.0003195755278180667
0.553,0.00031986486742266565
0.554,0.00032015394553627324
0.555,0.000320442762866579
0.556,0.0003207313201180859
0.557,0.0003210196179921309
0.558,0.0003213076571869043
0.559,0.00032159543839746973
0.56,0.00032188296231578376
0.561,0.0003221702296307153
0.562,0.00032245724102806465
0.563,0.0003227439971905828
0.564,0.00032303049879799035
0.565,0.00032331674652699634
0.566,0.0003236027410513167
0.567,0.000323888483041693
0.568,0.0003241739731659108
0.569,0.00032445921208881735
0.57,0.00032474420047234057
0.571,0.0003250289389755061
0.572,0.0003253134282544556
0.573,0.0003255976689624641
0.574,0.00032588166174995776
0.575,0.0003261654072645311
0.576,0.0003264489061509641
0.577,0.0003267321590512395
0.578,0.00032701516660455985
0.579,0.00032729792944736385
0.58,0.00032758044821334367
0.581,0.000327862723533461
0.582,0.0003281447560359638
0.583,0.0003284265463464026
0.584,0.00032870809508764656
0.585,0.00032898940287989954
0.586,0.0003292704703407161
0.587,0.0003295512980850173
0.588,0.0003298318867251065
0.589,0.00033011223687068466
0.59,0.0003303923491288661
0.591,0.0003306722241041937
0.592,0.00033095186239865407
0.593,0.0003312312646116927
0.594,0.0003315104313402291
0.595,0.00033178936317867136
0.596,0.00033206806071893127
0.597,0.00033234652455043875
0.598,0.00033262475526015634
0.599,0.000332902753432594
0.6,0.0003331805196498229
0.601,0.00033345805449149006
0.602,0.00033373535853483235
0.603,0.0003340124323546904
0.604,0.00033428927652352265
0.605,0.0003345658916114189
0.606,0.0003348422781861144
0.607,0.00033511843681300317
0.608,0.0003353943680551514
0.609,0.00033567007247331103
0.61,0.0003359455506259332
0.611,0.00033622080306918095
0.612,0.00033649583035694295
0.613,0.0003367706330408459
0.614,0.00033704521167026775
0.615,0.0003373195667923507
0.616,0.0003375936989520135
0.617,0.0003378676086919642
0.618,0.000338141296552713
0.619,0.0003384147630725843
0.62,0.00033868800878772914
0.621,0.00033896103423213767
0.622,0.0003392338399376512
0.623,0.0003395064264339742
0.624,0.0003397787942486862
0.625,0.0003400509439072543
0.626,0.0003403228759330441
0.627,0.00034059459084733227
0.628,0.00034086608916931765
0.629,0.00034113737141613313
0.63,0.00034140843810285697
0.631,0.0003416792897425243
0.632,0.0003419499268461384
0.633,0.00034222034992268204
0.634,0.00034249055947912853
0.635,0.0003427605560204529
0.636,0.0003430303400496428
0.637,0.00034329991206770953
0.638,0.00034356927257369897
0.639,0.0003438384220647021
0.64,0.0003441073610358659
0.641,0.00034437608998040396
0.642,0.00034464460938960704
0.643,0.0003449129197528535
0.644,0.0003451810215576197
0.645,0.0003454489152894903
0.646,0.0003457166014321687
0.647,0.00034598408046748703
0.648,0.00034625135287541634
0.649,0.0003465184191340767
0.65,0.000346785279719747
0.651,0.0003470519351068752
0.652,0.00034731838576808783
0.653,0.0003475846321741998
0.654,0.0003478506747942245
0.655,0.0003481165140953829
0.656,0.00034838215054311324
0.657,0.0003486475846010811
0.658,0.0003489128167311879
0.659,0.0003491778473935812
0.66,0.00034944267704666325
0.661,0.0003497073061471009
0.662,0.0003499717351498342
0.663,0.000350235964508086
0.664,0.0003504999946733705
0.665,0.00035076382609550307
0.666,0.00035102745922260825
0.667,0.00035129089450112907
0.668,0.00035155413237583617
0.669,0.000351817173289836
0.67,0.0003520800176845798
0.671,0.00035234266599987234
0.672,0.0003526051186738802
0.673,0.00035286737614314065
0.674,0.00035312943884256975
0.675,0.0003533913072054713
0.676,0.00035365298166354443
0.677,0.00035391446264689273
0.678,0.0003541757505840319
0.679,0.00035443684590189824
0.68,0.0003546977490258565
0.681,0.00035495846037970837
0.682,0.00035521898038570033
0.683,0.00035547930946453144
0.684,0.00035573944803536146
0.685,0.00035599939651581884
0.686,0.0003562591553220082
0.687,0.00035651872486851835
0.688,0.00035677810556843006
0.689,0.00035703729783332353
0.69,0.00035729630207328615
0.691,0.0003575551186969199
0.692,0.00035781374811134914
0.693,0.0003580721907222279
0.694,0.0003583304469337473
0.695,0.000358588517148643
0.696,0.0003588464017682025
0.697,0.00035910410119227224
0.698,0.0003593616158192653
0.699,0.0003596189460461682
0.7,0.00035987609226854786
0.701,0.0003601330548805592
0.702,0.0003603898342749521
0.703,0.00036064643084307796
0.704,0.00036090284497489693
0.705,0.0003611590770589853
0.706,0.0003614151274825413
0.707,0.00036167099663139305
0.708,0.0003619266848900046
0.709,0.00036218219264148285
0.71,0.0003624375202675845
0.711,0.00036269266814872246
0.712,0.0003629476366639723
0.713,0.00036320242619107925
0.714,0.0003634570371064645
0.715,0.00036371146978523167
0.716,0.0003639657246011732
0.717,0.00036421980192677687
0.718,0.00036447370213323223
0.719,0.0003647274255904369
0.72,0.0003649809726670025
0.721,0.0003652343437302614
0.722,0.0003654875391462728
0.723,0.0003657405592798286
0.724,0.00036599340449445996
0.725,0.000366246075152443
0.726,0.00036649857161480517
0.727,0.0003667508942413311
0.728,0.00036700304339056856
0.729,0.0003672550194198346
0.73,0.00036750682268522124
0.731,0.00036775845354160134
0.732,0.0003680099123426348
0.733,0.0003682611994407737
0.734,0.00036851231518726863
0.735,0.0003687632599321743
0.736,0.0003690140340243551
0.737,0.00036926463781149075
0.738,0.00036951507164008205
0.739,0.00036976533585545644
0.74,0.00037001543080177355
0.741,0.0003702653568220306
0.742,0.00037051511425806793
0.743,0.0003707647034505748
0.744,0.0003710141247390943
0.745,0.00037126337846202895
0.746,0.00037151246495664627
0.747,0.00037176138455908365
0.748,0.000372010137604354
0.749,0.00037225872442635103
0.75,0.0003725071453578542
0.751,0.00037275540073053405
0.752,0.00037300349087495766
0.753,0.00037325141612059307
0.754,0.0003734991767958153
0.755,0.0003737467732279106
0.756,0.000373994205743082
0.757,0.0003742414746664542
0.758,0.0003744885803220785
0.759,0.00037473552303293766
0.76,0.0003749823031209512
0.761,0.00037522892090697976
0.762,0.0003754753767108304
0.763,0.00037572167085126135
0.764,0.00037596780364598656
0.765,0.0003762137754116809
0.766,0.00037645958646398447
0.767,0.0003767052371175078
0.768,0.000376950727685836
0.769,0.000377196058481534
0.77,0.0003774412298161508
0.771,0.0003776862420002242
0.772,0.00037793109534328543
0.773,0.00037817579015386347
0.774,0.00037842032673949025
0.775,0.0003786647054067042
0.776,0.0003789089264610556
0.777,0.0003791529902071104
0.778,0.0003793968969484552
0.779,0.00037964064698770103
0.78,0.0003798842406264885
0.781,0.00038012767816549133
0.782,0.00038037095990442135
0.783,0.0003806140861420324
0.784,0.00038085705717612475
0.785,0.00038109987330354957
0.786,0.0003813425348202126
0.787,0.00038158504202107893
0.788,0.000381827395200177
0.789,0.0003820695946506025
0.79,0.0003823116406645228
0.791,0.00038255353353318117
0.792,0.0003827952735469004
0.793,0.0003830368609950873
0.794,0.00038327829616623663
0.795,0.00038351957934793494
0.796,0.00038376071082686473
0.797,0.00038400169088880854
0.798,0.0003842425198186525
0.799,0.0003844831979003909
0.8,0.00038472372541712926
0.801,0.00038496410265108903
0.802,0.000385204329883611
0.803,0.00038544440739515904
0.804,0.0003856843354653243
0.805,0.00038592411437282897
0.806,0.0003861637443955296
0.807,0.00038640322581042137
0.808,0.00038664255889364147
0.809,0.0003868817439204732
0.81,0.00038712078116534906
0.811,0.0003873596709018553
0.812,0.0003875984134027347
0.813,0.00038783700893989053
0.814,0.0003880754577843905
0.815,0.0003883137602064699
0.816,0.00038855191647553533
0.817,0.00038878992686016816
0.818,0.0003890277916281284
0.819,0.0003892655110463577
0.82,0.00038950308538098324
0.821,0.00038974051489732125
0.822,0.00038997779985988005
0.823,0.00039021494053236374
0.824,0.00039045193717767584
0.825,0.0003906887900579223
0.826,0.000390925499434415
0.827,0.0003911620655676754
0.828,0.0003913984887174373
0.829,0.0003916347691426509
0.83,0.00039187090710148534
0.831,0.0003921069028513328
0.832,0.00039234275664881094
0.833,0.00039257846874976674
0.834,0.00039281403940927967
0.835,0.0003930494688816647
0.836,0.00039328475742047544
0.837,0.0003935199052785078
0.838,0.0003937549127078027
0.839,0.0003939897799596493
0.84,0.00039422450728458824
0.841,0.00039445909493241496
0.842,0.0003946935431521822
0.843,0.0003949278521922036
0.844,0.0003951620223000568
0.845,0.000395396053722586
0.846,0.00039562994670590555
0.847,0.0003958637014954026
0.848,0.00039609731833574024
0.849,0.00039633079747086053
0.85,0.0003965641391439874
0.851,0.0003967973435976296
0.852,0.00039703041107358385
0.853,0.0003972633418129371
0.854,0.0003974961360560704
0.855,0.00039772879404266113
0.856,0.0003979613160116861
0.857,0.0003981937022014244
0.858,0.00039842595284946014
0.859,0.00039865806819268536
0.86,0.00039889004846730287
0.861,0.00039912189390882934
0.862,0.0003993536047520973
0.863,0.0003995851812312588
0.864,0.0003998166235797874
0.865,0.0004000479320304818
0.866,0.0004002791068154676
0.867,0.00040051014816620074
0.868,0.0004007410563134698
0.869,0.00040097183148739914
0.87,0.0004012024739174507
0.871,0.0004014329838324278
0.872,0.000401663361460477
0.873,0.0004018936070290909
0.874,0.0004021237207651109
0.875,0.00040235370289472977
0.876,0.000402583553643494
0.877,0.0004028132732363067
0.878,0.00040304286189743027
0.879,0.0004032723198504883
0.88,0.000403501647318469
0.881,0.0004037308445237268
0.882,0.0004039599116879857
0.883,0.00040418884903234127
0.884,0.0004044176567772633
0.885,0.0004046463351425981
0.886,0.0004048748843475715
0.887,0.00040510330461079056
0.888,0.00040533159615024645
0.889,0.00040555975918331696
0.89,0.0004057877939267686
0.891,0.00040601570059675907
0.892,0.0004062434794088401
0.893,0.00040647113057795903
0.894,0.0004066986543184618
0.895,0.00040692605084409537
0.896,0.00040715332036800935
0.897,0.00040738046310275893
0.898,0.00040760747926030737
0.899,0.0004078343690520276
0.9,0.0004080611326887051
0.901,0.00040828777038054
0.902,0.0004085142823371493
0.903,0.00040874066876756904
0.904,0.0004089669298802572
0.905,0.00040919306588309474
0.906,0.0004094190769833891
0.907,0.0004096449633878754
0.908,0.00040987072530271947
0.909,0.0004100963629335195
0.91,0.0004103218764853081
0.911,0.00041054726616255525
0.912,0.0004107725321691697
0.913,0.00041099767470850133
0.914,0.00041122269398334354
0.915,0.00041144759019593515
0.916,0.0004116723635479623
0.917,0.0004118970142405614
0.918,0.00041212154247432007
0.919,0.0004123459484492801
0.92,0.00041257023236493915
0.921,0.00041279439442025304
0.922,0.00041301843481363754
0.923,0.00041324235374297065
0.924,0.0004134661514055946
0.925,0.00041368982799831755
0.926,0.00041391338371741637
0.927,0.00041413681875863766
0.928,0.0004143601333172005
0.929,0.0004145833275877984
0.93,0.0004148064017646007
0.931,0.000415029356041255
0.932,0.00041525219061088934
0.933,0.0004154749056661135
0.934,0.0004156975013990215
0.935,0.0004159199780011932
0.936,0.00041614233566369637
0.937,0.0004163645745770888
0.938,0.00041658669493141963
0.939,0.0004168086969162318
0.94,0.00041703058072056385
0.941,0.00041725234653295154
0.942,0.00041747399454142986
0.943,0.00041769552493353505
0.944,0.0004179169378963061
0.945,0.0004181382336162868
0.946,0.00041835941227952794
0.947,0.0004185804740715883
0.948,0.00041880141917753703
0.949,0.00041902224778195567
0.95,0.00041924296006893923
0.951,0.00041946355622209867
0.952,0.0004196840364245623
0.953,0.00041990440085897744
0.954,0.0004201246497075128
0.955,0.00042034478315185967
0.956,0.0004205648013732336
0.957,0.0004207847045523768
0.958,0.000421004492869559
0.959,0.00042122416650457986
0.96,0.0004214437256367706
0.961,0.00042166317044499527
0.962,0.0004218825011076529
0.963,0.00042210171780267876
0.964,0.00042232082070754664
0.965,0.00042253980999927017
0.966,0.00042275868585440427
0.967,0.0004229774484490472
0.968,0.0004231960979588422
0.969,0.0004234146345589787
0.97,0.00042363305842419455
0.971,0.0004238513697287772
0.972,0.00042406956864656544
0.973,0.0004242876553509513
0.974,0.0004245056300148812
0.975,0.0004247234928108577
0.976,0.00042494124391094154
0.977,0.00042515888348675237
0.978,0.00042537641170947103
0.979,0.00042559382874984093
0.98,0.0004258111347781696
0.981,0.00042602832996432996
0.982,0.00042624541447776256
0.983,0.00042646238848747625
0.984,0.0004266792521620504
0.985,0.0004268960056696364
0.986,0.00042711264917795835
0.987,0.0004273291828543158
0.988,0.0004275456068655844
0.989,0.00042776192137821756
0.99,0.0004279781265582481
0.991,0.00042819422257129
0.992,0.000428410209582539
0.993,0.0004286260877567749
0.994,0.00042884185725836283
0.995,0.0004290575182512545
0.996,0.00042927307089898984
0.997,0.0004294885153646983
0.998,0.0004297038518111006
